svc_sentiment,text
positive,I purchased this Kindle Fire because it was the only Kindle that had text to voice . This works well for that. The only thing bad is it only has one voice choice that being a female. Some boo
negative,It keeps freezing while playing games. So far not too happy about it seen as it was the very first game I downloaded to this thing so I don't want to know what will happen when I put more thi
positive,Perfect
positive,Has a big screen and pictures are clear
positive,Great device. Would buy another or highly recommend to another.
positive,i love it..:)
positive,This is our 2nd kindle and we love them!!
positive,Love it .
positive,Love it!
positive,Excellent. No problems whatsoever. Love it!
positive,Great reader and even better for internet access
negative,Needs to have wireless connection weather connected to data or not
positive,I love my Fire Hd
positive,Very lovely product. Works satisfactory. Wish the headphone plug was on the bottom left of tablet instead of top left. Do not like advertisements displayed on lock screen.
positive,Received the Fire HD 7 as a Christmas gift and love it.
positive,It is great and very good for apparently and super hd for movies
positive,Great tablet for my 7 year old. She loves playing games and watching shows on it. My husband loves it too. I'm thinking about getting him one.
positive,👍👍👍👍👍
positive,I am a first time user of a tablet and I am really enjoying it.  My grandchildren set it up for me and now I just have fun every day playing games.  But I would suggest that you incorporate a
positive,Purchased three of these for my kids for Christmas and they have been their favorite present ever!
positive,Much better screen. Wish it came with a longer charge cord
positive,It was a Christmas gift for my husband and he really enjoys playing on it.
positive,Best Christmas gift ever
positive,I love it. Way better than I expected. Fast and sleek
negative,Started fine twice.  Enough for me to input my information then nothing.  Help site is useless no information on how to reset to as purchased condition when you can't start the tablet other t
positive,This is my second Fire HD 7 works great.
positive,IT IS AMAZING
positive,I love my fire 7. It does everything I expected and more.
positive,Exactly what I expected. Fun in a small package. The screen looks amazing. I do recommend the 16GB version though if you want to download movies.
positive,How can you beat it for what this costs?
positive,love the quality
positive,I still am having trouble getting my games from my phone onto my kindle.  I love the ease of using kindle as it has a larger screen.  I am still learning how to use all of the features.
positive,Just what I expected. Perfect for when I'm traveling and don't want to bring my laptop.
positive,My daughter loves it.....its hard getting her off...nice bday gift for an 11yr old
positive,Love my kindle! I got it for Christmas and couldn't be happier. Fairly easy to use.
positive,I really like it.I can read books check email and facebook and play music.Everything I wanted
positive,It's awesome
positive,Got the fire hd 7&#34; for my daughter for christmas and she loves it. Very smooth running worth amazing picture.
positive,So far so good. Work so much can only use evenings. Love the reading screen and free books. Had a kindle two years ago broke. Can't find the kindle library I had on this new kindle. Lost in t
positive,Love it! No problems with learning it or doing anything I want to do! Love getting magazines on it!
positive,I am truly enjoying my Fire HD 7.
positive,Everything I expected.  Love it.
positive,This was a Christmas gift for my daughter. She loves it even more than her original one. Love the fact that it has a front and rear facing camera. Definitely worth every penny.
positive,The battery life is not as good as you would expect. But overall I love the way the graphics are so much better than my old one.How can I save on my battery?
positive,VERY COOL.
positive,Really good tablet for family and kiddos.
positive,Still learning how to use it!
positive,I really enjoy the device.  It is great for browsing the internet.  I enjoyed my first kindle but this is improved.
positive,I like the kindle because it is a reader as well as a game<br />There are a few games that are slow to coming to the fire format but we always find something<br />My sons love it as well
positive,It's great.
positive,Great for reading and even great for watching movies on. The standard definition material looks sharper and resembles quality seen in high definition material. Great purchase
